cycle_length,lane1_num_vehicles,lane2_num_vehicles,lane3_num_vehicles,lane4_num_vehicles,ew_waiting_times,ns_waiting_times,time_of_day,flow_ratios,ew_green_time,ns_green_time
120,6,42,31,45,56,24.92117370902709,8,0.9018755826592109,24.92117370902709,35.2558967138939
120,58,31,44,10,33,83.52000046066857,1,0.7084402061028932,83.52000046066857,47.9341037175287
120,5,19,30,64,25,32.76985068122402,20,0.9517811585912945,32.76985068122402,68.88084065400578
120,23,63,49,56,15,52.6212047221696,15,0.9446474255312127,52.6212047221696,69.32260916461226
120,6,7,49,13,53,65.90522458545186,2,0.774639570424821,65.90522458545186,20.07725958867819
120,57,14,30,34,17,135.6140253626943,21,0.4229615421964004,135.6140253626943,87.1662602564085
120,48,21,74,48,34,100.83414937308885,1,0.7464632567885652,100.83414937308885,69.3449394944418
120,36,15,71,66,41,121.38274585502134,9,0.3541901634008775,121.38274585502134,120.44864892817652
120,74,52,10,47,34,160.30640282099603,19,0.46656376214216755,160.30640282099603,119.46846806931728
120,36,9,32,32,19,45.597312472747085,22,0.8063195298031558,45.597312472747085,41.96636559941254
120,72,73,71,12,52,84.37120555637391,4,0.8805055460551141,84.37120555637391,87.12547702247558
120,59,68,17,55,50,66.35744866706757,7,0.5334151104926349,66.35744866706757,101.1877724005737
120,60,18,67,34,26,109.5829154447724,11,0.6187495019394085,109.5829154447724,60.42868495316789
120,21,54,17,15,55,44.0149644733642,3,0.5089062905544273,44.0149644733642,108.31065686946187
120,42,30,5,24,12,72.58681653759992,13,0.5834401633535593,72.58681653759992,55.04849549659423
120,28,73,44,35,18,73.03231722569781,22,0.6099901083494459,73.03231722569781,123.3256876221017
120,73,11,41,38,27,98.23539062927306,14,0.7534675715901351,98.23539062927306,55.34526054396196
120,74,20,35,16,58,95.3515124695827,20,0.8004195715494282,95.3515124695827,29.754470885528512
120,15,59,21,52,39,23.378287304416155,2,0.9800129941169917,23.378287304416155,61.37219774429477
120,20,60,13,32,14,37.055624477295446,23,0.5501212064859526,37.055624477295446,110.9196546557511
120,63,8,68,71,41,257.19811762399564,21,0.2665118623379759,257.19811762399564,279.264558106254
120,74,52,61,67,36,100.39658825897011,14,0.7505330692136565,100.39658825897011,94.28971337715117
120,7,21,17,52,30,29.89866994888869,3,0.5986195843184288,29.89866994888869,88.36145334110395
120,24,40,41,46,33,48.62431457041696,14,0.8728174189436835,48.62431457041696,55.13410524654963
120,63,74,18,56,47,126.31409802351878,8,0.3172354692805214,126.31409802351878,136.16873594790965
120,40,42,29,9,12,33.57015019732351,17,0.7159311969320576,33.57015019732351,41.52807308187305
120,23,66,61,16,25,108.75665980839089,12,0.5674067086515412,108.75665980839089,121.75651409458017
120,71,52,46,63,24,97.42335534354437,8,0.5354424230132449,97.42335534354437,82.57846492891534
120,23,14,46,69,34,72.26375417252144,3,0.6518927534316631,72.26375417252144,109.45881896740823
120,24,40,51,56,17,69.0914666954451,12,0.7473461880238879,69.0914666954451,78.38637990231982
120,56,33,48,47,50,44.54834020407344,9,0.8807419567478216,44.54834020407344,35.73417660235481
120,37,8,45,67,13,87.63412438298772,7,0.3880892702706795,87.63412438298772,119.96899971749244
120,44,48,7,54,41,103.32146757869947,13,0.43447578130342573,103.32146757869947,129.45378358915704
120,43,60,5,43,54,70.00684166812992,15,0.6388652168827094,70.00684166812992,97.4168653412622
120,5,46,15,46,44,20.39520860625508,18,0.4772457139328437,20.39520860625508,60.451097928093276
120,15,17,11,21,39,24.862110362193278,6,0.6546756175175875,24.862110362193278,33.32006002518026
120,61,50,16,47,48,171.78768144788046,11,0.36012063851744336,171.78768144788046,147.431745914919
120,54,37,42,53,57,123.89414124315367,12,0.44611824616546053,123.89414124315367,124.99729013414185
120,27,25,58,9,58,129.0216146407579,14,0.4598735923672239,129.0216146407579,60.81384566339906
120,35,61,71,5,39,73.38888677414535,14,0.9938564723785115,73.38888677414535,65.0465160742406
120,46,73,57,71,26,43.82001516696029,17,0.8834786642986687,43.82001516696029,58.97507014740842
120,11,74,36,28,28,42.77167761511212,1,0.8701605077491474,42.77167761511212,87.18036564515275
120,20,71,49,33,40,82.2153145083531,13,0.6108559232152292,82.2153145083531,120.34111940078643
120,64,52,55,19,26,112.89966373192807,19,0.5734784304882268,112.89966373192807,96.31970996878796
120,6,37,41,8,11,160.6434408018497,6,0.25610043606187705,160.6434408018497,152.506740568591
120,5,40,63,48,46,178.34587802379102,19,0.3578612615484591,178.34587802379102,143.0474866812208
120,52,37,58,69,57,66.149605632053,1,0.9162774304968269,66.149605632053,78.61218353352778
120,16,35,22,35,38,37.35452736426843,1,0.6205131371225643,37.35452736426843,58.272656265913184
120,73,25,5,24,39,75.69105278673364,4,0.989950607446888,75.69105278673364,29.03833784027286
120,41,31,25,14,52,63.48231257719351,2,0.6734303981639256,63.48231257719351,49.20708367503038
120,36,66,32,15,31,73.26462316957651,2,0.501989669734084,73.26462316957651,135.14004030270243
120,13,30,20,32,47,50.049918629511915,0,0.41928792699503703,50.049918629511915,78.82236573869467
120,23,70,52,42,20,39.63736104536708,18,0.9346877319419316,39.63736104536708,46.714219779254705
120,52,16,32,28,42,106.81502933980356,19,0.4965858323093084,106.81502933980356,61.72576726534594
120,7,26,26,43,28,83.44137104602507,11,0.31691328007444003,83.44137104602507,139.85587451303502
120,24,21,5,55,12,57.39035590064098,21,0.4226069659079055,57.39035590064098,133.01408340066763
120,28,11,46,54,49,66.65110860076184,5,0.7164985309841541,66.65110860076184,78.69907422223679
120,58,72,74,11,31,243.05777542842665,20,0.3064083542185195,243.05777542842665,247.13342702610672
120,37,41,7,72,27,136.75560884641823,19,0.2732530824625344,136.75560884641823,270.329776035351
120,28,42,48,57,54,87.49048101258114,5,0.566101281969114,87.49048101258114,105.06322025306916
120,40,15,31,41,39,151.80686653644977,12,0.2669213692004615,151.80686653644977,161.1936315266835
120,42,5,55,58,10,107.43097582789339,20,0.5143504917464058,107.43097582789339,118.13512330080954
120,29,29,28,59,29,43.246357354263395,9,0.45818019445644825,43.246357354263395,92.64725162499492
120,22,46,24,35,58,49.66705698576303,0,0.5131817468716526,49.66705698576303,92.12021207200064
120,70,56,36,69,14,119.29770491277887,15,0.5902306461282754,119.29770491277887,122.8683372310924
120,58,28,17,63,21,167.590714507215,13,0.34826318700276304,167.590714507215,189.27720837974948
120,39,57,47,51,20,50.72383563676979,17,0.5539395479326821,50.72383563676979,74.35294546524125
120,65,60,24,53,33,134.51583606290694,13,0.48921530113448397,134.51583606290694,129.37117893813638
120,45,67,6,22,27,41.73625804935479,9,0.8363788256394191,41.73625804935479,52.97936622155023
120,37,12,72,7,17,96.1194337116873,19,0.7557513170267465,96.1194337116873,20.68421063753225
120,72,63,64,22,38,82.07518941459118,21,0.8980334256235214,82.07518941459118,74.25705020849684
120,37,49,8,62,31,51.875912308599304,4,0.7352077349957493,51.875912308599304,86.92370272713691
120,18,31,21,29,54,73.43851934728309,1,0.29686796096060164,73.43851934728309,108.09545452763919
120,25,56,5,22,11,29.22413900597086,16,0.6056616133084187,29.22413900597086,72.45161356799635
120,52,22,37,56,32,67.09319001578865,0,0.7939756788066696,67.09319001578865,73.8857872101003
120,24,20,34,47,25,40.18087654494903,0,0.873342781294536,40.18087654494903,55.82525552173581
120,12,70,9,71,53,37.43053581014236,5,0.3450205616585319,37.43053581014236,207.65636366718277
120,11,9,16,11,17,43.088412101544236,6,0.3788021188281138,43.088412101544236,31.193328924888874
120,71,7,36,48,13,80.44387943845096,6,0.8897925567682905,80.44387943845096,57.96735190214291
120,21,74,42,48,23,72.5393047069001,15,0.5883234214485986,72.5393047069001,129.4081211475023
120,37,11,21,55,18,43.3583354646368,18,0.5619384102902576,43.3583354646368,58.18409132164501
120,52,54,62,25,20,65.20853122700926,8,0.5952921576096737,65.20853122700926,72.55486046265483
120,63,18,44,41,57,188.873849590939,0,0.3386662524108342,188.873849590939,130.50683268952312
120,26,42,28,32,47,29.126075709013286,17,0.7021091612190415,29.126075709013286,43.478709730166244
120,34,51,16,36,53,42.82113143888486,6,0.8463789488161808,42.82113143888486,62.39775373027153
120,42,37,23,61,25,30.78444292134828,17,0.8696489598771009,30.78444292134828,47.43082466438621
120,55,47,33,45,22,177.96830315057505,9,0.22430270877604103,177.96830315057505,146.01786918906154
120,58,33,56,58,45,77.36480978395164,19,0.7721513263073159,77.36480978395164,78.98305027314922
120,12,61,21,31,53,79.57878893837814,1,0.2729797295629016,79.57878893837814,227.43875493458873
120,31,9,25,44,45,34.09401371940526,10,0.9734953725732465,34.09401371940526,46.90265564254548
120,31,64,64,45,26,63.17565589528884,17,0.5857926971136403,63.17565589528884,75.73333031932448
120,25,74,24,74,23,31.625461726025566,10,0.8203321158757175,31.625461726025566,91.78863979533696
120,34,6,57,28,38,83.62205200127157,13,0.6974861570915167,83.62205200127157,44.32526849542505
120,32,74,67,22,26,70.97922213114553,12,0.9615491957401177,70.97922213114553,80.50810196782248
120,68,47,61,60,10,69.96385572273923,0,0.978926368144865,69.96385572273923,64.78983018855394
120,73,8,33,19,29,100.8840335578211,9,0.42310375279630935,100.8840335578211,34.247334938667194
120,65,60,5,39,42,112.96564679636236,14,0.5862952310140919,112.96564679636236,107.98580245953724
120,52,63,63,31,11,62.7421258393809,18,0.6033923440986075,62.7421258393809,64.81124926095212
120,23,13,68,7,26,119.57049529466943,16,0.34215816240514274,119.57049529466943,29.44256285895028
120,8,7,48,25,32,30.872932744441034,9,0.9231501484517115,30.872932744441034,16.893278235912888
120,39,52,52,43,31,109.95442594957751,21,0.4796852116000035,109.95442594957751,113.90214724705639
120,68,47,19,36,10,174.04658419321981,7,0.26996543206772866,174.04658419321981,114.38625482725206
120,53,5,39,54,21,164.81914046587443,22,0.3236262939967248,164.81914046587443,175.10008127154313
120,21,61,27,13,22,45.315678383755724,6,0.61064312449675,45.315678383755724,102.16046471211737
120,48,57,57,54,23,39.718604161554964,17,0.9053482537828372,39.718604161554964,46.95259358739868
120,34,20,49,5,19,70.6934503831123,3,0.7025749332852749,70.6934503831123,32.00138696124227
120,50,55,17,8,21,135.50732514609498,5,0.37186519920482103,135.50732514609498,154.67842391800923
120,10,59,38,8,31,88.4185922313011,1,0.43744233702808377,88.4185922313011,139.2958491285852
120,41,5,42,38,27,44.171309786530806,12,0.9808200685447239,44.171309786530806,40.951655296187745
120,28,32,74,31,48,307.8328638645888,20,0.2422791020707166,307.8328638645888,147.4707194589976
120,50,57,72,19,28,73.72759607354213,11,0.9954706627715233,73.72759607354213,60.945726695231286
120,57,62,9,36,39,63.592536517264435,4,0.9246861537574109,63.592536517264435,70.22940338850174
120,64,64,44,45,24,61.34658181347174,18,0.742786617429745,61.34658181347174,62.269876809368604
120,67,63,74,65,48,79.92247535809662,1,0.9545618823208961,79.92247535809662,72.09018996082754
120,36,26,25,67,23,112.96017389514718,10,0.3219742778842283,112.96017389514718,213.73916566628125
120,37,12,32,65,18,39.68116100201928,22,0.9540714884238113,39.68116100201928,70.11312467526997
120,71,53,7,18,14,131.59209819076978,7,0.3700600668645092,131.59209819076978,89.5008293012648
120,22,46,27,27,42,44.4881588394374,3,0.6369703412283985,44.4881588394374,74.44127114990228
120,29,31,23,69,57,51.91859584026057,3,0.5910093717457802,51.91859584026057,119.34534748090886
120,58,43,54,36,14,95.78719249107257,10,0.6099664789813353,95.78719249107257,75.28503681621088
120,62,29,62,45,33,151.44325787103958,13,0.4139038090310928,151.44325787103958,116.2930758644678
120,71,42,24,30,17,52.147344451482226,8,0.8245109551846779,52.147344451482226,32.50364461017211
120,50,28,57,52,28,73.18238838077254,19,0.7940666406590045,73.18238838077254,69.14480706465568
120,28,28,13,20,21,30.120609322658034,13,0.9631721058621368,30.120609322658034,30.576639788790935
120,36,64,8,35,17,60.295882898286095,2,0.6055928223254285,60.295882898286095,108.69636374186736
120,51,54,45,70,17,80.72800241024164,12,0.6384736530850073,80.72800241024164,113.6728740169222
120,27,70,29,36,47,33.77955735395073,13,0.9226983273550518,33.77955735395073,77.55342665309584
120,70,18,38,14,29,44.047000454446,16,0.9355516984325021,44.047000454446,14.558079712295374
120,31,57,13,29,38,44.97773168112669,2,0.7196293488587233,44.97773168112669,81.45632870741832
120,6,36,17,49,50,22.352482732198915,14,0.8563160703536365,22.352482732198915,58.33948612941859
120,21,52,13,28,43,36.91177947225162,20,0.6041117663945577,36.91177947225162,87.92237623823564
120,37,43,8,7,27,73.81995288642729,1,0.5105564240946214,73.81995288642729,87.91283478260172
120,13,44,38,66,10,43.136523043082654,20,0.8912546635569318,43.136523043082654,76.20973459540295
120,47,46,11,71,20,34.29439104784357,9,0.8218175639089051,34.29439104784357,54.148703727664056
120,52,12,19,59,56,134.8033906450229,21,0.393929275194422,134.8033906450229,156.5132473794886
120,43,30,42,14,53,183.2341778984408,14,0.2381160990980222,183.2341778984408,135.1506702194156
120,46,16,56,59,44,58.207953905543796,18,0.6524798642896046,58.207953905543796,67.64122934296566
120,30,47,11,26,41,36.402723017325954,20,0.8732932171015777,36.402723017325954,55.63940221134363
