cycle_length,lane1_present_num_vehicles,lane2_present_num_vehicles,lane3_present_num_vehicles,lane4_present_num_vehicles,lane1_upcoming_num_vehicles,lane2_upcoming_num_vehicles,lane3_upcoming_num_vehicles,lane4_upcoming_num_vehicles,ew_present_waiting_times,ns_present_waiting_times,ew_upcoming_waiting_times,ns_upcoming_waiting_times,time_of_day,flow_ratios,ew_present_green_time,ns_present_green_time,ew_upcoming_green_time,ns_upcoming_green_time
120,26,47,41,13,53,30,68,61,20,37.9943732329642,42.758930239598556,59.182227105568835,7,0.7842023002776801,37.9943732329642,42.758930239598556,59.182227105568835,49.80872642057064
120,53,30,68,61,63,59,52,58,12,149.6977799012483,141.23436802412337,145.1964262508921,12,0.45607654282336285,149.6977799012483,141.23436802412337,145.1964262508921,136.62407152098064
120,63,59,52,58,46,52,26,33,11,144.19790531840388,141.73729865934604,111.97263707021457,2,0.43857235412070134,144.19790531840388,141.73729865934604,111.97263707021457,124.16515687822503
120,46,52,26,33,64,33,34,23,28,65.85984126583074,76.16063871162191,93.4912893489108,6,0.7136226074510048,65.85984126583074,76.16063871162191,93.4912893489108,50.91749407119367
120,64,33,34,23,19,31,32,50,37,198.74330170942966,111.46027377939618,104.01966454368464,12,0.32504914816477426,198.74330170942966,111.46027377939618,104.01966454368464,159.02387518767617
120,19,31,32,50,66,22,27,66,37,29.153511978275752,33.68988754324252,42.808448968865974,17,0.8935790966783332,29.153511978275752,33.68988754324252,42.808448968865974,43.58704376303503
120,66,22,27,66,66,64,8,64,34,131.08660045800576,135.94093048090605,136.18364698205107,23,0.5100991893006821,131.08660045800576,135.94093048090605,136.18364698205107,132.2749767326233
120,66,64,8,64,51,73,7,9,20,307.3754662668828,312.46013454183657,252.36768520604673,11,0.21542194877480034,307.3754662668828,312.46013454183657,252.36768520604673,351.48821816155146
120,51,73,7,9,66,25,65,37,49,117.2246016490393,170.14644420754743,157.03915963854587,2,0.44434917888845393,117.2246016490393,170.14644420754743,157.03915963854587,91.11980623711267
120,66,25,65,37,55,28,8,59,52,55.303070962444956,32.56313473960885,44.17803660053684,9,0.8279730596796016,55.303070962444956,32.56313473960885,44.17803660053684,45.86401048888452
120,55,28,8,59,59,7,69,23,11,62.52273287123345,69.60597735997575,81.22790919736438,4,0.8874870842678286,62.52273287123345,69.60597735997575,81.22790919736438,29.977265569656755
120,59,7,69,23,68,66,16,21,21,106.50553234491781,40.477120732218495,105.95104733305168,22,0.6543042215587023,106.50553234491781,40.477120732218495,105.95104733305168,106.16806156613919
120,68,66,16,21,7,6,17,46,50,111.07591113335819,98.71931221596952,31.784625553401302,8,0.4352874544340357,111.07591113335819,98.71931221596952,31.784625553401302,66.4086745713481
120,7,6,17,46,55,70,38,26,47,29.66874769207967,75.40475466905485,92.15442144312226,0,0.6222832829532918,29.66874769207967,75.40475466905485,92.15442144312226,117.09668215719005
120,55,70,38,26,11,46,63,43,21,64.33383946743993,83.75976038647735,76.6767495911187,4,0.8691002389053522,64.33383946743993,83.75976038647735,76.6767495911187,56.76213957959661
120,11,46,63,43,25,38,35,31,59,142.07497692567088,108.68706533169404,82.72600711417965,0,0.45283026378260227,142.07497692567088,108.68706533169404,82.72600711417965,88.05295310452634
120,25,38,35,31,43,46,17,50,34,70.5502586691095,78.2792223456315,88.5014217679018,1,0.5083495788767919,70.5502586691095,78.2792223456315,88.5014217679018,102.78258347283722
120,43,46,17,50,22,24,58,32,46,44.151061299275646,63.06858155892234,56.049477091443514,9,0.6317553063920355,44.151061299275646,63.06858155892234,56.049477091443514,39.07938513160109
120,22,24,58,32,8,72,6,56,40,65.7565427632487,38.46385073167897,10.717198434963082,3,0.9097105565365291,65.7565427632487,38.46385073167897,10.717198434963082,79.68191300716035
120,8,72,6,56,64,49,37,69,26,13.317079627750022,108.81957063113771,101.57761555355705,2,0.665719147065172,13.317079627750022,108.81957063113771,101.57761555355705,108.7261925670218
120,64,49,37,69,18,46,54,43,57,100.1675961849256,124.67488871230569,105.01397152851996,9,0.3660921243093226,100.1675961849256,124.67488871230569,105.01397152851996,98.61234818038281
120,18,46,54,43,13,51,11,22,21,200.10395524573616,179.56967815680278,56.89888054107291,14,0.271283230385128,200.10395524573616,179.56967815680278,56.89888054107291,190.84034620358224
120,13,51,11,22,57,9,22,26,39,49.04954386974983,187.2276108363522,215.87476520148994,20,0.2760111655422927,49.04954386974983,187.2276108363522,215.87476520148994,104.99282599957417
120,57,9,22,26,6,53,55,72,11,59.91265386474129,30.073334456101513,58.78342045194141,5,0.9601996590293178,59.91265386474129,30.073334456101513,58.78342045194141,77.92357590437553
120,6,53,55,72,64,41,12,15,25,65.35779581804746,87.19082249816452,78.95770353136345,0,0.8579299802492435,65.35779581804746,87.19082249816452,78.95770353136345,51.73733296820356
120,64,41,12,15,48,38,59,68,10,48.5047656099104,36.515625848915185,42.57765037067694,9,0.8126837521004722,48.5047656099104,36.515625848915185,42.57765037067694,50.53315873587665
120,48,38,59,68,12,74,47,61,43,100.96229905364696,118.93347657383478,84.66155612566475,1,0.5970916633360372,100.96229905364696,118.93347657383478,84.66155612566475,128.16714780577266
120,12,74,47,61,51,22,63,39,54,66.38290195858595,103.58584179868164,90.54147982165567,23,0.7380316938220699,66.38290195858595,103.58584179868164,90.54147982165567,57.370333063100915
120,51,22,63,39,39,23,34,41,57,156.05959763999903,92.30943686192538,89.49886481379305,8,0.3018642436339792,156.05959763999903,92.30943686192538,89.49886481379305,86.57337997641784
120,39,23,34,41,40,44,63,54,10,39.46823311845804,36.2246642456398,52.87737129317245,16,0.6967165725439572,39.46823311845804,36.2246642456398,52.87737129317245,51.817764092480616
120,40,44,63,54,54,21,13,34,45,76.48777372780624,67.45676616736709,67.00521578934514,15,0.8486245860630237,76.48777372780624,67.45676616736709,67.00521578934514,43.41509105526746
120,54,21,13,34,8,64,72,21,12,216.84999174697302,146.99990179840572,295.68331741921764,1,0.24971099218900142,216.84999174697302,146.99990179840572,295.68331741921764,271.0804523858919
120,8,64,72,21,6,46,43,37,43,166.93976546324868,154.82677979605012,106.15744891924267,15,0.4369203378474218,166.93976546324868,154.82677979605012,106.15744891924267,110.59022260303766
120,6,46,43,37,10,69,15,20,21,150.24006861628666,167.11068148544655,60.39858126600022,2,0.28822293869034266,150.24006861628666,167.11068148544655,60.39858126600022,242.41794614524832
120,10,69,15,20,58,57,6,19,54,23.536813675665496,116.74713803294436,103.25072637415977,18,0.40818162885444587,23.536813675665496,116.74713803294436,103.25072637415977,89.20062837724748
120,58,57,6,19,8,11,27,17,36,72.70299013287719,73.31567429240248,36.67234808682158,12,0.8180190975204842,72.70299013287719,73.31567429240248,36.67234808682158,22.615528305356808
120,8,11,27,17,58,9,67,7,59,60.93479227320452,39.555682896789,145.86597237834698,5,0.4656393330303786,60.93479227320452,39.555682896789,145.86597237834698,26.621562709985525
120,58,9,67,7,67,28,26,28,46,91.42572051572219,16.54339773685327,89.95289040256486,6,0.7517470783103615,91.42572051572219,16.54339773685327,89.95289040256486,41.74421428789274
120,67,28,26,28,22,32,65,27,34,83.54285515359177,38.380127000971676,81.31879120054808,11,0.8186420167559321,83.54285515359177,38.380127000971676,81.31879120054808,43.15506440950407
120,22,32,65,27,48,66,30,63,21,77.22387284984309,41.36217719933799,58.31958419523565,13,0.8533109525378935,77.22387284984309,41.36217719933799,58.31958419523565,80.26175779575632
120,48,66,30,63,38,21,16,59,42,55.510460725363835,76.21490653364347,46.094026734261874,21,0.8987003547266821,55.510460725363835,76.21490653364347,46.094026734261874,67.95505931163947
120,38,21,16,59,66,24,36,69,18,56.93821750622102,89.85361700339105,101.82221651886923,14,0.6781086496154427,56.93821750622102,89.85361700339105,101.82221651886923,106.84471629776584
120,66,24,36,69,18,7,13,36,10,155.97268603849997,170.33826061490225,50.918554677608746,1,0.4245118655996996,155.97268603849997,170.33826061490225,50.918554677608746,87.3492110276077
120,18,7,13,36,52,41,73,64,59,59.121565963535524,115.29921022524782,233.5718669189342,21,0.3204468255644667,59.121565963535524,115.29921022524782,233.5718669189342,211.3997167718508
120,52,41,73,64,19,19,37,34,32,81.13583838116321,77.86492390836963,46.07251473294782,9,0.6029669233706176,81.13583838116321,77.86492390836963,46.07251473294782,35.16018786829208
120,19,19,37,34,66,55,28,70,37,82.4249545828242,75.00911823880327,158.65263090477362,16,0.282845785190595,82.4249545828242,75.00911823880327,158.65263090477362,147.80111887038467
120,66,55,28,70,44,52,73,22,12,71.6763295097745,78.96780231918898,82.563118210104,22,0.9285791831853611,71.6763295097745,78.96780231918898,82.563118210104,60.12768825153967
120,44,52,73,22,57,12,42,63,47,134.12271350162987,100.57163022418771,107.91960438234504,14,0.5539841903543792,134.12271350162987,100.57163022418771,107.91960438234504,119.11763707668824
120,57,12,42,63,28,17,15,57,45,65.69702217938726,73.41050720197633,34.83748362365747,5,0.8983873165684713,65.69702217938726,73.41050720197633,34.83748362365747,65.18889636057014
120,28,17,15,57,30,52,36,68,53,39.136063363312175,76.23200358633682,50.72225307500393,23,0.7674163069111708,39.136063363312175,76.23200358633682,50.72225307500393,91.1451236789369
120,30,52,36,68,64,7,68,34,53,43.292418898149144,78.93363441918918,80.71569519524118,1,0.8857740502654836,43.292418898149144,78.93363441918918,80.71569519524118,42.42029149690292
120,64,7,68,34,45,69,24,22,14,75.65867863677113,41.26227325022412,51.66812158390387,0,0.9071664714036523,75.65867863677113,41.26227325022412,51.66812158390387,78.64441822533061
120,45,69,24,22,33,35,38,9,38,108.16153219012129,221.19013049658815,116.70340276739216,8,0.24263479872990762,108.16153219012129,221.19013049658815,116.70340276739216,113.72889847363305
120,33,35,38,9,19,30,46,73,22,49.80506820887133,47.35018465545664,61.32627601193287,15,0.7802062782673309,49.80506820887133,47.35018465545664,61.32627601193287,96.63131325448106
120,19,30,46,73,49,60,12,12,53,123.30948578136048,197.64683215948793,138.41092428811925,15,0.3812381571338181,123.30948578136048,197.64683215948793,138.41092428811925,164.30248419009357
120,49,60,12,12,69,38,70,13,13,50.07318480958237,63.02184472160039,73.75564196405485,13,0.991437524489512,50.07318480958237,63.02184472160039,73.75564196405485,42.015966236246214
120,69,38,70,13,13,13,25,36,15,85.83337898805259,50.47978897148832,32.910910515736056,22,0.8227223793007727,85.83337898805259,50.47978897148832,32.910910515736056,45.40271186249956
120,13,13,25,36,5,66,74,18,47,125.495428466478,183.60418841505222,373.6906776815275,0,0.20301200224257912,125.495428466478,183.60418841505222,373.6906776815275,343.7884650355783
120,5,66,74,18,12,17,9,17,15,79.31184621121572,74.03426595840183,16.4414721429821,1,0.9419330574417628,79.31184621121572,74.03426595840183,16.4414721429821,18.870065304320285
120,12,17,9,17,67,73,71,22,20,20.493731295825537,23.252725641174905,94.78778182448386,8,0.43384472176094174,20.493731295825537,23.252725641174905,94.78778182448386,131.43882860065824
120,67,73,71,22,15,45,47,72,36,134.9276093737416,143.62406334591432,95.30793049920918,15,0.5333228797091598,134.9276093737416,143.62406334591432,95.30793049920918,139.7680426504449
120,15,45,47,72,12,5,20,26,55,70.88288014516895,107.9179178466662,34.38861084772435,4,0.6898284631422938,70.88288014516895,107.9179178466662,34.38861084772435,39.409959984394575
120,12,5,20,26,39,51,39,24,44,18.464760627287387,18.09303624737095,30.383317554155653,17,0.9330478352353748,18.464760627287387,18.09303624737095,30.383317554155653,43.529089767872684
120,39,51,39,24,39,8,47,19,49,43.85737076450195,56.34096876872765,52.71823884693873,15,0.9418612986032486,43.85737076450195,56.34096876872765,52.71823884693873,22.808733596847887
120,39,8,47,19,37,67,43,11,13,72.87131448396245,32.83941626026805,67.71679044727692,4,0.6507774101845913,72.87131448396245,32.83941626026805,67.71679044727692,106.33962825482097
120,37,67,43,11,9,56,14,34,36,57.0545312786763,101.89108977758677,25.563353110293185,16,0.4533795966491588,57.0545312786763,101.89108977758677,25.563353110293185,92.46041298222306
120,9,56,14,34,45,14,24,9,25,22.756857112040883,79.49635819086721,77.2906775040926,9,0.42335195336448583,22.756857112040883,79.49635819086721,77.2906775040926,23.15896014136085
120,45,14,24,9,32,32,5,5,27,92.90316669273686,33.12836575015498,66.76089238012064,11,0.49151767902278315,92.90316669273686,33.12836575015498,66.76089238012064,68.44251871161892
120,32,32,5,5,11,10,10,64,16,93.71226162936911,97.59787471083757,36.81848367063751,4,0.3444109468312087,93.71226162936911,97.59787471083757,36.81848367063751,187.6654474422701
120,11,10,10,64,16,31,57,35,20,15.948365329515806,87.76972563820412,81.84819753485574,22,0.7358664146560767,15.948365329515806,87.76972563820412,81.84819753485574,51.65539047065672
120,16,31,57,35,38,16,50,24,17,57.21799422473329,40.17187136727495,53.77272929614659,7,0.6222416409650299,57.21799422473329,40.17187136727495,53.77272929614659,31.135179514084932
120,38,16,50,24,37,66,70,68,15,61.81707928815141,32.40305202272025,87.114063604548,10,0.81877176021584,61.81707928815141,32.40305202272025,87.114063604548,87.40693101211332
120,37,66,70,68,52,56,42,68,57,257.1281818132266,259.86949999493856,201.88583863242957,2,0.27528905351154614,257.1281818132266,259.86949999493856,201.88583863242957,257.1073828358987
120,52,56,42,68,27,52,37,33,14,100.71449066253989,135.82390463029452,77.95535204909118,15,0.5199246594721343,100.71449066253989,135.82390463029452,77.95535204909118,103.91225826499445
120,27,52,37,33,66,71,71,14,15,95.16417793077757,137.44840490736144,188.04557249091422,19,0.39189029456071306,95.16417793077757,137.44840490736144,188.04557249091422,190.57543087009188
120,66,71,71,14,41,50,39,33,47,115.38051338968543,118.79953905916972,71.21111848784727,10,0.628148965007524,115.38051338968543,118.79953905916972,71.21111848784727,83.15950901572015
120,41,50,39,33,48,19,49,35,11,41.39526750349261,51.88164592672989,59.78021091542444,17,0.5745951869428905,41.39526750349261,51.88164592672989,59.78021091542444,40.370609541410076
120,48,19,49,35,39,40,26,34,40,54.04415352268208,39.21373064035286,43.88131230615686,16,0.5596523609512232,54.04415352268208,39.21373064035286,43.88131230615686,48.28873092495652
120,39,40,26,34,69,18,72,29,48,54.66653076672032,52.56857190487378,106.23346229880532,9,0.452522905555154,54.66653076672032,52.56857190487378,106.23346229880532,53.10497809115395
120,69,18,72,29,51,7,21,62,41,94.18329348239143,41.81840788230501,67.35200327747584,23,0.7814764595793016,94.18329348239143,41.81840788230501,67.35200327747584,82.70460288482197
120,51,7,21,62,7,71,9,61,18,88.04162698629747,110.33896121500985,20.89488223480299,22,0.5852541634094055,88.04162698629747,110.33896121500985,20.89488223480299,122.35955815148759
120,7,71,9,61,5,23,61,67,24,26.075964031273152,197.5475144482741,178.48113193437618,10,0.3617950238505543,26.075964031273152,197.5475144482741,178.48113193437618,194.11178882953
120,5,23,61,67,9,58,44,41,30,97.11758309011722,109.8784704174215,74.46398345472613,14,0.6379579783198347,97.11758309011722,109.8784704174215,74.46398345472613,94.63827817645432
120,9,58,44,41,18,73,34,62,55,40.8656162785607,53.60773440481469,37.33536756559879,7,0.6773377248315151,40.8656162785607,53.60773440481469,37.33536756559879,69.47434822219712
120,18,73,34,62,31,14,46,32,37,158.45715801665222,344.1676383483507,229.08865452818233,4,0.21710374181226594,158.45715801665222,344.1676383483507,229.08865452818233,158.84940497737594
120,31,14,46,32,13,37,11,31,54,129.41375928626007,94.61939007649394,40.54137973689821,4,0.3630229286788108,129.41375928626007,94.61939007649394,40.54137973689821,103.94900580405412
120,13,37,11,31,19,17,23,74,36,34.801362632964285,95.66702331777734,63.170377362671836,0,0.3939231281018259,34.801362632964285,95.66702331777734,63.170377362671836,191.01242924039184
120,19,17,23,74,46,55,45,41,14,43.8914873950776,122.82670245982585,83.1290592523629,8,0.39846012973050515,43.8914873950776,122.82670245982585,83.1290592523629,100.99410688183211
120,46,55,45,41,55,36,38,10,26,118.92398638583515,146.5835743458338,147.9665537438337,13,0.39107669628802466,118.92398638583515,146.5835743458338,147.9665537438337,99.45188225001918
120,55,36,38,10,67,28,26,66,46,134.09557854585637,92.97097579367154,165.19952629099953,2,0.4173129372535327,134.09557854585637,92.97097579367154,165.19952629099953,166.41467056957762
120,67,28,26,66,56,39,56,37,33,120.28241499156977,115.33463581878888,82.98392604617902,16,0.41018178100386216,120.28241499156977,115.33463581878888,82.98392604617902,65.22112549349782
120,56,39,56,37,8,74,10,44,40,63.724648183790585,46.17304096575797,13.330910652536216,12,0.9072550698588846,63.724648183790585,46.17304096575797,13.330910652536216,82.23125920406437
120,8,74,10,44,27,44,29,45,44,24.143380479484797,163.58818457216174,71.81521261911399,19,0.4557182977959642,24.143380479484797,163.58818457216174,71.81521261911399,102.33597278863728
120,27,44,29,45,19,58,70,46,50,62.94056946471659,96.934119021934,150.73773569351604,19,0.479810171492996,62.94056946471659,96.934119021934,150.73773569351604,128.41802571410898
120,19,58,70,46,47,48,14,13,50,172.0154094198484,149.0563954188668,121.27030895284153,23,0.4129418100665235,172.0154094198484,149.0563954188668,121.27030895284153,122.30265333553812
120,47,48,14,13,33,66,30,22,13,35.101536732835626,30.44336890172493,25.135891742323352,9,0.9740594876340463,35.101536732835626,30.44336890172493,25.135891742323352,41.08232533289972
120,33,66,30,22,40,72,9,19,29,41.58853568331245,61.69833356653752,43.70002229282268,9,0.6283926401880335,41.58853568331245,61.69833356653752,43.70002229282268,70.32075384156836
120,40,72,9,19,17,37,72,8,52,60.70263874823884,107.61988168424185,109.96574383104199,4,0.688436891366013,60.70263874823884,107.61988168424185,109.96574383104199,59.24322803367303
120,17,37,72,8,36,60,54,38,26,92.62538132617397,51.562367803370314,71.07215438479899,14,0.7883898096504822,92.62538132617397,51.562367803370314,71.07215438479899,79.65809215771826
120,36,60,54,38,63,40,21,66,55,82.11177360474055,78.67726255657892,85.90601247694359,9,0.46697125503149856,82.11177360474055,78.67726255657892,85.90601247694359,111.08071343218252
120,63,40,21,66,32,58,15,42,19,65.56377133795621,70.9688061590424,36.36813368596162,4,0.9750243438118551,65.56377133795621,70.9688061590424,36.36813368596162,61.3041009319403
120,32,58,15,42,70,23,57,27,46,101.72181922705816,185.28813831039582,226.74963647470955,0,0.3218609380594701,101.72181922705816,185.28813831039582,226.74963647470955,95.2246417965658
120,70,23,57,27,46,47,54,24,30,125.11994219798403,53.9379748148359,98.0608541506152,12,0.5662516803954755,125.11994219798403,53.9379748148359,98.0608541506152,87.90500389760575
120,46,47,54,24,49,16,12,60,30,172.19625205764447,157.17877272712832,162.74998217014493,3,0.3163514098819469,172.19625205764447,157.17877272712832,162.74998217014493,197.8000013947789
120,49,16,12,60,66,15,66,57,58,61.77296029358845,75.17798714968569,83.05717240599117,23,0.8323005970083066,61.77296029358845,75.17798714968569,83.05717240599117,72.63773079855551
120,66,15,66,57,61,74,33,6,25,176.12332910177864,143.49046460814833,168.11365291595268,7,0.2858541536175463,176.12332910177864,143.49046460814833,168.11365291595268,204.2768224035201
120,61,74,33,6,10,16,48,25,42,96.95015252678458,119.91162708506153,80.63176694909997,19,0.6431196827308665,96.95015252678458,119.91162708506153,80.63176694909997,42.90460167810442
120,10,16,48,25,32,45,49,46,19,170.05636656549387,96.57905091446943,177.45836841466513,2,0.2838450200005325,170.05636656549387,96.57905091446943,177.45836841466513,170.93318637933157
120,32,45,49,46,32,29,33,61,53,89.8185244780191,86.3226022644903,63.02146292495166,19,0.5621295105477679,89.8185244780191,86.3226022644903,63.02146292495166,111.66699137398564
120,32,29,33,61,48,7,63,53,27,79.13498666807338,147.74111862893326,155.88566684322313,21,0.4242463926981008,79.13498666807338,147.74111862893326,155.88566684322313,132.72168617270327
120,48,7,63,53,34,7,19,14,42,70.38251224718806,60.9631438520573,39.89903681806943,2,0.9226374063674612,70.38251224718806,60.9631438520573,39.89903681806943,17.16884345138971
120,34,7,19,14,66,32,74,65,38,142.11969519587092,64.8435063110345,308.42621780068254,15,0.2424766360567671,142.11969519587092,64.8435063110345,308.42621780068254,283.48837523508143
120,66,32,74,65,66,27,48,25,40,104.78490079421591,95.52327952111666,96.44918360332949,11,0.7199501038401961,104.78490079421591,95.52327952111666,96.44918360332949,42.32505811859661
120,66,27,48,25,5,52,40,64,33,88.92838390842283,40.15121261250321,54.90355087815414,12,0.7562009863662318,88.92838390842283,40.15121261250321,54.90355087815414,87.37876193995407
120,5,52,40,64,31,71,61,17,21,30.53571520154876,51.150561319796125,47.93160455657786,18,0.9111856819049668,30.53571520154876,51.150561319796125,47.93160455657786,54.282966469699154
120,31,71,61,17,66,46,68,52,29,51.80127910159795,51.68510443570871,53.72097942135744,8,0.9021835650489285,51.80127910159795,51.68510443570871,53.72097942135744,36.98673941418485
120,66,46,68,52,7,44,42,44,15,70.02147591166877,56.47337890450662,45.60899230243252,15,0.9816450292860788,70.02147591166877,56.47337890450662,45.60899230243252,47.10316932267201
120,7,44,42,44,74,10,21,67,17,58.872065355192085,76.15870796738422,113.66298378333093,18,0.40312748347768435,58.872065355192085,76.15870796738422,113.66298378333093,120.49269873056816
120,74,10,21,67,31,24,31,13,23,177.39909961281083,168.4468424679152,82.25642439362733,0,0.4198603009182195,177.39909961281083,168.4468424679152,82.25642439362733,61.274691364376764
120,31,24,31,13,13,15,21,61,14,60.56472320658236,49.37511864284449,43.02227810434317,15,0.517834182462092,60.56472320658236,49.37511864284449,43.02227810434317,119.94944021494373
120,13,15,21,61,66,31,67,55,45,21.79123182929401,60.069690288123404,77.64777003271124,18,0.630061584509179,21.79123182929401,60.069690288123404,77.64777003271124,60.92475865781109
120,66,31,67,55,41,25,15,44,57,138.55622489850504,118.32844362429506,88.96052995492678,23,0.4937135348810229,138.55622489850504,118.32844362429506,88.96052995492678,93.56853240124218
120,41,25,15,44,55,17,68,68,47,32.737456931695334,35.2006434032373,66.99181996072174,8,0.7922371284358951,32.737456931695334,35.2006434032373,66.99181996072174,69.33566707660091
120,55,17,68,68,48,39,43,74,12,329.36281859651547,345.2309595263412,249.32941992679855,12,0.2068360415277226,329.36281859651547,345.2309595263412,249.32941992679855,370.2377735866655
120,48,39,43,74,28,51,6,68,45,226.41974622803363,356.9160127462868,148.61148593700062,3,0.21412345246254888,226.41974622803363,356.9160127462868,148.61148593700062,325.00438145323096
120,28,51,6,68,63,32,70,29,31,37.77975528490257,89.87553631329423,95.06816502792115,5,0.7728454078647331,37.77975528490257,89.87553631329423,95.06816502792115,46.158842862713286
120,63,32,70,29,36,25,58,32,17,46.898679498719154,25.465270419610302,42.39996072867264,7,0.9064969780405938,46.898679498719154,25.465270419610302,42.39996072867264,21.925999308850088
120,36,25,58,32,56,22,33,14,23,71.77508385405295,42.55431769838703,70.31745201986703,6,0.8212379629857467,71.77508385405295,42.55431769838703,70.31745201986703,30.30469751115137
120,56,22,33,14,66,35,49,32,16,140.384950552511,63.93950366798529,164.36001291702846,7,0.29367329074227294,140.384950552511,63.93950366798529,164.36001291702846,80.17490748646651
120,66,35,49,32,62,64,35,40,13,70.27177914870478,40.43422941508171,67.42398885287068,10,0.9479792215454732,70.27177914870478,40.43422941508171,67.42398885287068,70.8832277080542
120,62,64,35,40,56,41,53,15,28,101.79996515396657,108.72867196501866,96.12027309215622,2,0.6175300948055211,101.79996515396657,108.72867196501866,96.12027309215622,71.1995389983599
120,56,41,53,15,16,25,13,25,52,73.1435271480301,55.30511587649497,22.920549264690493,3,0.7938361216683758,73.1435271480301,55.30511587649497,22.920549264690493,32.638673511462244
120,16,25,13,25,43,18,31,30,56,47.1413559489423,71.64043646766946,122.7494159361659,0,0.36083695813054306,47.1413559489423,71.64043646766946,122.7494159361659,89.27751320107511
120,43,18,31,30,6,64,60,22,33,68.93880068753245,50.39261493265507,96.41098054318965,19,0.6390365047473231,68.93880068753245,50.39261493265507,96.41098054318965,104.97132214348684
120,6,64,60,22,7,27,49,72,25,130.54679010033564,144.44391561204145,112.81457436254286,4,0.4640486430748929,130.54679010033564,144.44391561204145,112.81457436254286,160.7968768385299
120,7,27,49,72,60,33,47,45,15,50.75976625298759,76.02172648030461,65.03753479706126,1,0.9798086188229831,50.75976625298759,76.02172648030461,65.03753479706126,49.179213094637575
120,60,33,47,45,63,51,26,19,53,106.21310380140493,82.98298304112394,112.89040814353136,13,0.5793569118501646,106.21310380140493,82.98298304112394,112.89040814353136,93.67315863837075
120,63,51,26,19,6,34,37,27,17,79.16324814245293,67.35460137958455,49.36122500978492,12,0.8044615884837529,79.16324814245293,67.35460137958455,49.36122500978492,44.73235389879717
